"categoria","texto","iteracao","seed_sorteio"
"AtividadeDETRAN","EDITAL DE NOTIFICAÇÃO DAS DECISÕES DA JUNTA ADMINISTRATIVA DE RECURSOS DE INFRAÇÕES - JARI - REFERENTES AOS RECURSOS DAS PENALIDADES POR SUSPENSÃO E CASSAÇÃO DO DIREITO DE DIRIGIR Nº 07/2025, DE 14 DE MARÇO DE 2025. O DEPARTAMENTO ESTADUAL DE TRÂNSITO - DETRAN / ES , com fulcro nos artigos 263, 268 e 290 do Código de Trânsito Brasileiro - CTB, bem como, na Resolução 715 e sucedâneas do Conselho Nacional de Trânsito - CONTRAN, após esgotadas as tentativas de ciência por meio de notificação via remessa postal, vem notificar aos recorrentes abaixo relacionados das decisões da JARI relativas aos recursos decorrentes da imposição das penalidades de suspensão do direito de dirigir por infração específica e cassação do direito de dirigir, concedendo-lhes o prazo de 30 (trinta) dias para interporem Recurso ao CETRAN , contados a partir desta publicação. A relação contendo nº do processo cujo recurso fora analisado, o CPF e o resultado do julgamento consta na íntegra do referido edital disponibilizado no endereço www.detran.es.gov.br, a partir das 15h. O recurso ao CETRAN deverá ser instruído com: requerimento preenchido e assinado, cópia desta Notificação (cópia do edital publicado) e cópia da CNH do recorrente. As cópias reprográficas dos documentos de identificação civil apresentadas serão consideradas para comprovação de assinatura. O recurso poderá ser entregue online no endereço eletrônico: www.detran.es.gov.br / recurso - de - suspensao - de - cnh , diretamente nas Ciretrans ou enviado através de correspondência com aviso de recebimento, para o seguinte endereço: Av. Fernando Ferrari, 1080, Ed. Centro Empresarial América - Torre Sul, Mata da Praia, Vitória-ES, CEP 29066-920. Vitória, 14 de março de 2025. GIVALDO VIEIRA DA SILVA DIRETOR GERAL DO DETRAN | ES","55","1990"
"AtividadeDETRAN","EXTRATO DO EDITAL DA NOTIFICAÇÃO DE SUSPENSÃO DO DIREITO DE DIRIGIR POR INFRAÇÃO Nº 012345/2026 O DEPARTAMENTO DE EDIFICAÇÕES E DE RODOVIAS DO ESTADO DO ESPÍRITO SANTO - DER-ES, com fulcro no artigo 261 do Código de Trânsito Brasileiro - CTB, bem como, na Resolução nº 934/2025 do Conselho Nacional de Trânsito - CONTRAN, após esgotadas as tentativas de ciência por meio de notificação via remessa postal, vem notificar os condutores da aplicação de penalidade. A relação dos processos administrativos e nome dos condutores consta na íntegra no edital disponível no endereço www.der.es.gov.br, a partir das 14h. Poderá interpor defesa (escrita e assinada pela parte interessada, com cópia de documento de identificação civil que comprove a assinatura) perante a JARI do DER-ES, no prazo de 30 (trinta) dias, contados da Publicação deste Edital, encaminhando-a pelos Correios para a Av. Nossa Senhora da Penha, 1278, Praia da Costa, Vila Velha - ES, CEP 29104-635; entregando-a pessoalmente em qualquer Posto de Atendimento do DER/ES, ou online no endereço eletrônico: https://der.es.gov.br/defesa_administrativa. Vitória, 15 de março de 2026  
José Augusto Silva Lima  
DIRETOR-GERAL DO DER-ES","56","1991"
"AtividadeDETRAN","EDITAL DE NOTIFICAÇÃO DETRAN-ES Nº 14, 20 DE MARÇO DE 2025.

O DIRETOR DE HABILITAÇÃO E VEÍCULOS DO DEPARTAMENTO ESTADUAL DE TRÂNSITO DO ESTADO DO ESPÍRITO SANTO no exercício de suas atribuições legais e na forma do Art. 71 da IS N nº 203 do DETRAN / ES , publicada em 15/10/2020.

RESOLVE: NOTIFICAR O AGENTE CREDENCIADO ABAIXO RELACIONADO, para que apresente DEFESA ESCRITA no prazo de 15 (QUINZE) dias corridos, nos termos do Art. 74 da IS N nº 203 do DETRAN / ES , publicada em 15/10/2020, a contar do dia subsequente à esta publicação.

PROCESSO ADMINISTRATIVO: 2024-HP8L9 / ECV VELOCIDADES LTDA. Informamos que o protocolo da defesa e alegações finais poderá ser realizado via sistema E-Docs.

Vitória, 20 de março de 2025.
ANTÔNIO SÁNCHEZ RODRIGUES
Diretor de Habilitação e Veículos do DETRAN | ES","57","1992"
"AtividadeDETRAN","EXTRATO DE EDITAL DA NOTIFICAÇÃO DE AUTUAÇÃO POR INFRAÇÃO DE TRANSITO Nº 01235/2026  
O DEPARTAMENTO DE EDIFICAÇÕES E DE RODOVIAS DO ESTADO DO ESPÍRITO SANTO - DER-ES, com fulcro no artigo 281 do Código de Trânsito Brasileiro - CTB, bem como, na Resolução nº 930/2024 do Conselho Nacional de Trânsito - CONTRAN, após esgotadas as tentativas de ciência por meio de notificação via remessa postal, vem notificar os proprietários e detentores dos veículos a seguir mencionados sobre o cometimento de infrações de trânsito, concedendo-lhes o prazo de 30 (trinta) dias, contados a partir desta publicação, para interporem ""Defesa Prévia"". A defesa prévia deverá ser apresentada com os documentos previstos no artigo 5º da Resolução do CONTRAN nº 918/2022. O formulário para Defesa Prévia encontra-se no endereço https://der.es.gov.br/infracaomulta. A Defesa Prévia poderá ser entregue diretamente no DER-ES ou enviada através de correspondência para o seguinte endereço: Avenida Presidente Costa e Silva, 12345, Enseada do Suá, Vitória, ES, CEP: 29060-000. O Edital de Notificação de Autuação por infração de trânsito contendo a relação dos veículos, placa, nº do auto de infração, data da infração e código da infração com desdobramento está disponibilizado no endereço https://der.es.gov.br/notificacao-de-transito-por-edital.

AUXILIAR DE SERVIÇOS DO DER-ES","58","1993"
"AtividadeDETRAN","EDITAL DE NOTIFICAÇÃO DAS DECISÕES DA JUNTA ADMINISTRATIVA DE RECURSOS DE INFRAÇÕES - JARI - REFERENTES AOS RECURSOS DE MULTAS E PENALIDADES Nº 05/2026, DE 18 DE MARÇO DE 2026.

O DEPARTAMENTO ESTADUAL DE TRÂNSITO DO ESPÍRITO SANTO - DETRAN / ES , com fulcro nos artigos 261, 265, 282, 285 e 288 do Código de Trânsito Brasileiro - CTB, bem como na Resolução 734 e sucedâneas do Conselho Nacional de Trânsito - CONTRAN, após esgotadas as tentativas de ciência por meio de notificação via remessa postal, vem notificar aos recorrentes abaixo relacionados das decisões da JARI relativas aos recursos decorrentes da imposição de multas e penalidades administrativas, concedendo-lhes o prazo de 30 (trinta) dias para interporem Recurso ao CETRAN , contados a partir desta publicação.

A relação contendo nº do processo cujo recurso fora analisado, o CPF e o resultado do julgamento consta na íntegra do referido edital disponibilizado no endereço www.detran.es.gov.br, a partir das 17h. O recurso ao CETRAN deverá ser instruído com: requerimento preenchido e assinado, cópia desta Notificação (cópia do edital publicado) e cópia da CNH do recorrente. As cópias reprográficas dos documentos de identificação civil apresentadas serão consideradas para comprovação de assinatura.

O recurso poderá ser entregue online no endereço eletrônico: www.detran.es.gov.br / recurso - multa , diretamente nas Ciretrans ou enviado através de correspondência com aviso de recebimento, para o seguinte endereço: Av. Fernando Ferrari, 1080, Ed. Centro Empresarial América - Torre Sul, Mata da Praia, Vitória-ES, CEP 29066-920.

Vitória, 18 de março de 2026

Givaldo Vieira da Silva
DIRETOR GERAL DO DETRAN | ES","59","1994"
"AtividadeDETRAN","EXTRATO DE EDITAL DE NOTIFICAÇÃO DE AUTUAÇÃO POR INFRAÇÃO DE TRANSITO Nº 03217/2025 O DEPARTAMENTO ESTADUAL DE TRÂNSITO DO ESPÍRITO SANTO - DETRAN-ES, com fulcro no artigo 281 do Código de Trânsito Brasileiro - CTB, bem como na Resolução nº 964/2023 do Conselho Nacional de Trânsito - CONTRAN, após esgotadas as tentativas de ciência por meio de notificação via remessa postal, vem notificar o proprietário e condutor do veículo identificado pela placa ABC-1234 sobre a autuação pelo cometimento da infração descrita no Código Brasileiro de Trânsito. Concedemos-lhes um prazo de 15 (quinze) dias, contados a partir desta publicação, para apresentação de Defesa Prévia junto à sede do DETRAN-ES. A defesa deverá ser instruída com os documentos previstos no artigo 6º da Resolução nº 930/2021 do CONTRAN. O formulário e demais informações estão disponíveis no site: https://detransite.gov.br/notificacao-veicular . A defesa poderá ser entregue pessoalmente na sede ou enviada via correio para o seguinte endereço: Rua da Paz, nº 2345, Centro, Vitória - ES, CEP: 29.075-123. VITÓRIA, 15 de maio de 2025. MARIA APARECIDA GONÇALVES Diretora Administrativa do DETRAN/ES","60","1995"
"AtividadeDETRAN","EXTRATO DO EDITAL DE NOTIFICAÇÃO DE AUTUAÇÃO POR INFRAÇÃO DE TRÂNSITO Nº 1234/2025 O DEPARTAMENTO ESTADUAL DE TRÂNSITO - DETRAN / ES , com fulcro nos artigos 281 e 282 do Código de Trânsito Brasileiro - CTB, bem como, na Resolução 918 do Conselho Nacional de Trânsito - CONTRAN, após esgotadas as tentativas de ciência por meio de notificação via remessa postal, vem notificar os proprietários e detentores dos veículos pelo cometimento de Infrações de Trânsito, concedendo-lhes o prazo de 30 (trinta) dias para interporem ""Defesa"", e ainda, o prazo de 30 (trinta) dias para realizarem a indicação do condutor responsável pela infração junto ao DETRAN-ES, contados a partir desta publicação. A relação dos veículos contendo placa, nº do auto de infração, data da infração, código da infração com desdobramento consta na íntegra no referido edital disponível no site www.detran.es.gov.br, a partir das 15h.

A defesa deverá ser instruída com: requerimento preenchido e assinado, cópia desta Notificação de Autuação (cópia do edital publicado), cópia da CNH do condutor, cópia do CRLV do veículo, cópia da Carteira de Identidade do proprietário/detentor e condutor, procuração ou autorização quando o requerente não for o proprietário, contrato social da empresa (apenas para pessoa jurídica), procuração do sócio proprietário da empresa quando o requerente não for o proprietário (apenas para pessoa jurídica).

A indicação de condutor deverá ser instruída com: cópia desta notificação de autuação (cópia do edital publicado) , cópia da CNH do proprietário do veículo, cópia do CRLV do veículo, declaração de indicação de real condutor, cópia da CNH do real condutor, endereço completo do real condutor e assinatura do real condutor e do proprietário.

As cópias reprográficas dos documentos de identificação civil apresentadas, tanto na Defesa quanto na Indicação de Condutor, serão consideradas para comprovação de assinatura. A defesa poderá ser entregue online no endereço eletrônico: www.detran.es.gov.br/recurso-de-multa-online, diretamente nas Ciretrans ou enviada através de correspondência com aviso de recebimento, para o seguinte endereço: Av. Fernando Ferrari, 1080, Ed. Centro Empresarial América - Torre Sul, Mata da Praia, Vitória-ES, CEP 29066-920.

Vitória, 15 de maio de 2025.
Givaldo Vieira da Silva
DIRETOR GERAL DO DETRAN-ES","61","1996"
"AtividadeDETRAN","RESUMO DO TERMO DE PROCESSO PARA CANCELAMENTO DA CATEGORIA DE HABILITAÇÃO CNH OBJETO: O Departamento Estadual de Trânsito do Espírito Santo - DETRAN/ES, no uso das atribuições legais conferidas pelo Código de Trânsito Brasileiro e demais normas pertinentes, resolve notificar o condutor(a) MARIA CLARA SANTOS SOUZA, portadora da CNH nº 567.890-1234/ES, para que, caso entenda necessário, apresente defesa escrita no prazo de 15 (quinze) dias corridos a contar do dia subsequente à publicação desta notificação. O condutor(a) MARIA CLARA SANTOS SOUZA encontra-se com pendências administrativas relacionadas ao não pagamento de multas transitadas em julgado, conforme disposto no artigo 261 do Código de Trânsito Brasileiro e Resolução nº 809/2021 do CONTRAN. Ocorre que a condutora se encontra com o número total de infrações graves e gravíssimas alcançado o limite estabelecido por lei para cancelamento da categoria de habilitação CNH, conforme artigo 165 do CTB. Defesa escrita deverá ser apresentada diretamente no Protocolo Central do DETRAN/ES ou enviada através dos Correios com AR para o endereço: Avenida Vitória 4870 - Jardim Caneficultura, CEP 29153-630, Vitória, ES. O processo administrativo nº 2025-HJQW5 encontra-se disponível na base de dados do DETRAN/ES para consulta. Vitória, 22 de abril de 2025.

CARLOS RIBEIRO DOS SANTOS Diretor de Habilitação e Veículos - DETRAN/ES","62","1997"
"AtividadeDETRAN","EDITAL DE NOTIFICAÇÃO DETRAN-ES Nº34, 15 DE MARÇO DE 2026.

O DIRETOR GERAL DO DEPARTAMENTO ESTADUAL DE TRÂNSITO DO ESTADO DO ESPÍRITO SANTO, no exercício de suas atribuições legais e na forma do Art. 79 da IS Nº 148 do DETRAN/ES, publicada em 20/03/2022.

RESOLVE: NOTIFICAR O AGENTE CREDENCIADO ABAIXO RELACIONADO do arquivamento do referido processo administrativo, sem aplicação de penalidade. REPRESENTADO POR ADVOGADO: Maria Silveira Costa - OAB/ES n° 13.256 - 2024-MJLKD / JÚLIO CÉSAR SANTOS BARBOSA EIRELI (AS PLACAS) LTDA Vitória/ES, 15 de março de 2026

JOÃO CARLOS ALVES SOUSA  
DIRETOR GERAL DO DETRAN|ES","63","1998"
"AtividadeDETRAN","EXTRATO DO EDITAL DE NOTIFICAÇÃO DE INFRAÇÕES DE TRÂNSITO Nº 021/2025 O DEPARTAMENTO ESTADUAL DE TRÂNSITO DO ESTADO DO ESPÍRITO SANTO - DETRAN|ES, com fulcro no artigo 283 do Código de Trânsito Brasileiro - CTB e na Resolução nº 917/2022 do Conselho Nacional de Trânsito - CONTRAN, vem notificar os proprietários dos veículos abaixo relacionados pela prática de infrações administrativas de trânsito, concedendo-lhes o prazo de 30 (trinta) dias para interposição de recurso em 1ª instância, a contar da publicação do presente edital. Os interessados deverão observar as disposições contidas no artigo 5º da Resolução CONTRAN nº 900/2022 e apresentar os documentos previstos na referida resolução junto ao DETRAN-ES, ou enviá-los através do endereço eletrônico: juridica@detrans.es.gov.br. Os procedimentos administrativos relacionados encontram-se nos seguintes números de processo:

- 2025-DT18L / ECV TURBINA VISTORIA LTDA
- 2025-DT24M / ECV BRISA SUL TRANSPORTES LTDA

O edital completo com a relação detalhada das infrações, incluindo placas dos veículos, datas da ocorrência, códigos e valores das multas, está disponível para consulta no site do DETRAN-ES: https://detrans.es.gov.br/notificacao-de-transito-por-edital.

Vitória/ES, 25 de abril de 2025.  
MARCOS VASCONCELOS SANTOS  
Corregedor do DETRAN|ES","64","1999"
"AtividadeDETRAN","EXTRATO DE EDITAL DA NOTIFICAÇÃO DE AUTUAÇÃO POR INFRAÇÃO DE TRÂNSITO Nº 01234/2025 O DEPARTAMENTO DE EDIFICAÇÕES E DE RODOVIAS DO ESTADO DO ESPÍRITO SANTO - DER-ES, com fulcro no artigo 281 do Código de Trânsito Brasileiro - CTB, bem como na Resolução nº 957/2023 do Conselho Nacional de Trânsito - CONTRAN, após esgotadas as tentativas de ciência por meio de notificação via remessa postal, vem notificar os proprietários e detentores dos veículos do cometimento de infrações de trânsito, concedendo-lhes o prazo de 30 (trinta) dias, contados a partir desta publicação, para interporem ""Defesa Prévia"". A defesa prévia deverá ser apresentada com os documentos previstos no artigo 5º da Resolução do CONTRAN nº 900/2022. O formulário para Defesa Prévia encontra-se no endereço https://der.es.gov.br/infracoes-de-transito. A Defesa Prévia poderá ser entregue diretamente no DER-ES ou enviada através de correspondência para o seguinte endereço: Av. Rio Branco, 567, Centro, Vitória, ES, CEP: 29015-080. O Edital de Notificação de Autuação por infração de trânsito contendo a relação dos veículos, placa, nº do auto de infração, data da infração, código da infração com desdobramento está disponibilizado no endereço https://der.es.gov.br/notificacao-de-transito-por-edital. JOSÉ CARLOS MOREIRA Diretor-geral do DER-ES","65","2000"
"AtividadeDETRAN","EDITAIS DE NOTIFICAÇÃO DE PENALIDADE POR INFRAÇÃO DE TRÂNSITO Nº 0123/2025 E Nº 0147/2025. O DEPARTAMENTO ESTADUAL DE TRÂNSITO - DETRAN / ES , com fulcro nos artigos 281 e 282 do Código de Trânsito Brasileiro - CTB, bem como, na Resolução nº 947 do Conselho Nacional de Trânsito - CONTRAN, após esgotadas as tentativas de ciência por meio de notificação via remessa postal, vem notificar os proprietários e detentores dos veículos pelo cometimento de infrações de trânsito, concedendo-lhes o prazo de 30 (trinta) dias para interporem Recurso à JARI , contados a partir desta publicação. A relação dos veículos contendo placa, nº do auto de infração, data da infração, código da infração com desdobramento e valor da multa consta na integra dos referidos editais disponibilizados no endereço www.detran.es.gov.br, a partir das 14h. O recurso deverá ser instruído com: requerimento preenchido e assinado, cópia desta Notificação de Penalidade (cópia do edital publicado), cópia da CNH do condutor, cópia do CRLV do veículo, cópia da Carteira de Identidade do proprietário/detentor e condutor, procuração ou autorização quando o requerente não for o proprietário (apenas para pessoa jurídica), contrato social da empresa (apenas para pessoa jurídica), procuração do sócio proprietário da empresa quando o requerente não for o proprietário. As cópias reprográficas dos documentos de identificação civil apresentadas serão consideradas para comprovação de assinatura. O recurso poderá ser entregue online no endereço eletrônico: www.detran.es.gov.br/recurso-de-multa-online, diretamente nas Ciretrans ou enviado através de correspondência com aviso de recebimento, para o seguinte endereço: Av. Fernando Ferrari, 1080, Ed. Centro Empresarial América - Torre Sul, Mata da Praia, Vitória-ES, CEP 29066-920. Vitória, 25 de maio de 2025. GIVALDO VIEIRA DA SILVA DIRETOR GERAL DO DETRAN-ES","66","2001"
